YEAR,LEVEL,REGION,SECTOR,GRADE,GENDER,S. ENROLLED, PANDEMIC ,STRANDS
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,7,M,"32,967 ",Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,7,M,"103,173 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,7,M,"131,990 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,7,M,"33,551 ",Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,7,M,"70,051 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,7,M,"82,041 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,7,M,"77,829 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,7,M,"52,553 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,7,M,"42,687 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,7,M,"46,798 ",Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,7,M,"53,169 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,7,M,"47,407 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,7,M,"29,171 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,7,M,"22,451 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,7,M,"14,726 ",Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,7,M,"98,962 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PUBLIC,8,M,"48,755 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,8,M,"31,964 ",Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,8,M,"99,326 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,8,M,"130,797 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,8,M,"34,358 ",Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,8,M,"75,300 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,8,M,"87,485 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,8,M,"80,221 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,8,M,"51,218 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,8,M,"42,475 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,8,M,"45,098 ",Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,8,M,"51,478 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,8,M,"45,264 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,8,M,"29,568 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,8,M,"19,138 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,8,M,"14,377 ",Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,8,M,"93,079 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PUBLIC,9,M,"44,017 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,9,M,"27,895 ",Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,9,M,"87,941 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,9,M,"114,136 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,9,M,"29,719 ",Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,9,M,"63,354 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,9,M,"70,245 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,9,M,"64,363 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,9,M,"44,834 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,9,M,"32,877 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,9,M,"36,975 ",Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,9,M,"41,911 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,9,M,"37,217 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,9,M,"26,090 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,9,M,"15,737 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,9,M,"12,153 ",Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,9,M,"85,284 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PUBLIC,10,M,"39,473 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,10,M,"23,925 ",Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,10,M,"77,616 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,10,M,"97,877 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,10,M,"25,249 ",Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,10,M,"51,822 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,10,M,"58,161 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,10,M,"55,813 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,10,M,"37,298 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,10,M,"25,892 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,10,M,"29,809 ",Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,10,M,"33,850 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,10,M,"30,075 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,10,M,"22,108 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,10,M,"13,387 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,10,M,"10,767 ",Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,10,M,"75,269 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PUBLIC,NG,M,88 ,Y,
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,NG,M,8 ,Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,NG,M,106 ,Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,NG,M,350 ,Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,NG,M,13 ,Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,NG,M,227 ,Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,NG,M,39 ,Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,NG,M,8 ,Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,NG,M,0 ,Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,NG,M,10 ,Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,NG,M,94 ,Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,NG,M,15 ,Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,NG,M,19 ,Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,NG,M,8 ,Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,NG,M,0 ,Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,NG,M,20 ,Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,NG,M,182 ,Y,
2019-2020,JHS,Region I - Ilocos Region,PUBLIC,7,F,"44,205 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,7,F,"30,428 ",Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,7,F,"94,934 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,7,F,"120,921 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,7,F,"30,864 ",Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,7,F,"62,242 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,7,F,"73,961 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,7,F,"69,917 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,7,F,"46,206 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,7,F,"39,498 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,7,F,"43,970 ",Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,7,F,"49,360 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,7,F,"45,341 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,7,F,"27,057 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,7,F,"24,587 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,7,F,"13,054 ",Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,7,F,"92,090 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PUBLIC,8,F,"44,463 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,8,F,"30,996 ",Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,8,F,"94,698 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,8,F,"124,086 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,8,F,"32,076 ",Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,8,F,"69,455 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,8,F,"80,110 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,8,F,"77,228 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,8,F,"48,671 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,8,F,"42,227 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,8,F,"44,756 ",Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,8,F,"52,004 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,8,F,"46,299 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,8,F,"28,198 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,8,F,"22,855 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,8,F,"13,499 ",Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,8,F,"90,718 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PUBLIC,9,F,"43,229 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,9,F,"28,214 ",Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,9,F,"88,806 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,9,F,"114,162 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,9,F,"30,522 ",Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,9,F,"64,890 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,9,F,"71,600 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,9,F,"68,609 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,9,F,"46,775 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,9,F,"36,712 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,9,F,"40,550 ",Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,9,F,"45,506 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,9,F,"41,211 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,9,F,"26,618 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,9,F,"19,517 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,9,F,"12,681 ",Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,9,F,"87,948 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PUBLIC,10,F,"39,932 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,10,F,"25,592 ",Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,10,F,"81,843 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,10,F,"103,321 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,10,F,"26,752 ",Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,10,F,"57,705 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,10,F,"62,383 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,10,F,"61,386 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,10,F,"41,608 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,10,F,"30,596 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,10,F,"33,711 ",Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,10,F,"39,158 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,10,F,"34,632 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,10,F,"23,464 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,10,F,"17,088 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,10,F,"11,910 ",Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,10,F,"80,865 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PUBLIC,NG,F,53 ,Y,
2019-2020,JHS,Region II - Cagayan Valley,PUBLIC,NG,F,14 ,Y,
2019-2020,JHS,Region III - Central Luzon,PUBLIC,NG,F,84 ,Y,
2019-2020,JHS,Region IV-A - CALABARZON,PUBLIC,NG,F,218 ,Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PUBLIC,NG,F,6 ,Y,
2019-2020,JHS,Region V - Bicol Region,PUBLIC,NG,F,76 ,Y,
2019-2020,JHS,Region VI - Western Visayas,PUBLIC,NG,F,34 ,Y,
2019-2020,JHS,Region VII - Central Visayas,PUBLIC,NG,F,2 ,Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PUBLIC,NG,F,0 ,Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PUBLIC,NG,F,14 ,Y,
2019-2020,JHS,Region X - Northern Mindanao,PUBLIC,NG,F,64 ,Y,
2019-2020,JHS,Region XI - Davao Region,PUBLIC,NG,F,16 ,Y,
2019-2020,JHS,Region XII - Soccsksargen,PUBLIC,NG,F,10 ,Y,
2019-2020,JHS,CARAGA - CARAGA,PUBLIC,NG,F,9 ,Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PUBLIC,NG,F,0 ,Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PUBLIC,NG,F,21 ,Y,
2019-2020,JHS,NCR - National Capital Region,PUBLIC,NG,F,114 ,Y,
2019-2020,JHS,Region I - Ilocos Region,PRIVATE,7,M,"8,687 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PRIVATE,7,M,"6,083 ",Y,
2019-2020,JHS,Region III - Central Luzon,PRIVATE,7,M,"23,907 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PRIVATE,7,M,"35,589 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PRIVATE,7,M,"4,100 ",Y,
2019-2020,JHS,Region V - Bicol Region,PRIVATE,7,M,"8,998 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PRIVATE,7,M,"11,774 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PRIVATE,7,M,"14,949 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PRIVATE,7,M,"4,607 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PRIVATE,7,M,"4,259 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PRIVATE,7,M,"10,095 ",Y,
2019-2020,JHS,Region XI - Davao Region,PRIVATE,7,M,"8,872 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PRIVATE,7,M,"8,618 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PRIVATE,7,M,"4,022 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PRIVATE,7,M,"4,841 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PRIVATE,7,M,"4,989 ",Y,
2019-2020,JHS,NCR - National Capital Region,PRIVATE,7,M,"27,561 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PRIVATE,8,M,"9,037 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PRIVATE,8,M,"6,075 ",Y,
2019-2020,JHS,Region III - Central Luzon,PRIVATE,8,M,"23,856 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PRIVATE,8,M,"36,527 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PRIVATE,8,M,"4,227 ",Y,
2019-2020,JHS,Region V - Bicol Region,PRIVATE,8,M,"9,370 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PRIVATE,8,M,"11,901 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PRIVATE,8,M,"15,997 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PRIVATE,8,M,"5,002 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PRIVATE,8,M,"4,562 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PRIVATE,8,M,"10,046 ",Y,
2019-2020,JHS,Region XI - Davao Region,PRIVATE,8,M,"9,228 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PRIVATE,8,M,"8,405 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PRIVATE,8,M,"3,969 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PRIVATE,8,M,"4,475 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PRIVATE,8,M,"4,640 ",Y,
2019-2020,JHS,NCR - National Capital Region,PRIVATE,8,M,"27,649 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PRIVATE,9,M,"8,505 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PRIVATE,9,M,"5,482 ",Y,
2019-2020,JHS,Region III - Central Luzon,PRIVATE,9,M,"22,458 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PRIVATE,9,M,"34,047 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PRIVATE,9,M,"3,977 ",Y,
2019-2020,JHS,Region V - Bicol Region,PRIVATE,9,M,"8,356 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PRIVATE,9,M,"10,675 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PRIVATE,9,M,"14,260 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PRIVATE,9,M,"4,746 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PRIVATE,9,M,"4,094 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PRIVATE,9,M,"9,133 ",Y,
2019-2020,JHS,Region XI - Davao Region,PRIVATE,9,M,"7,931 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PRIVATE,9,M,"7,445 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PRIVATE,9,M,"3,607 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PRIVATE,9,M,"3,582 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PRIVATE,9,M,"4,136 ",Y,
2019-2020,JHS,NCR - National Capital Region,PRIVATE,9,M,"26,046 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PRIVATE,10,M,"8,240 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PRIVATE,10,M,"5,228 ",Y,
2019-2020,JHS,Region III - Central Luzon,PRIVATE,10,M,"21,418 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PRIVATE,10,M,"31,961 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PRIVATE,10,M,"3,757 ",Y,
2019-2020,JHS,Region V - Bicol Region,PRIVATE,10,M,"7,258 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PRIVATE,10,M,"9,336 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PRIVATE,10,M,"12,797 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PRIVATE,10,M,"4,042 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PRIVATE,10,M,"3,690 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PRIVATE,10,M,"7,456 ",Y,
2019-2020,JHS,Region XI - Davao Region,PRIVATE,10,M,"7,393 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PRIVATE,10,M,"6,666 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PRIVATE,10,M,"3,099 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PRIVATE,10,M,"3,259 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PRIVATE,10,M,"3,793 ",Y,
2019-2020,JHS,NCR - National Capital Region,PRIVATE,10,M,"25,595 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,Region II - Cagayan Valley,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,Region III - Central Luzon,PRIVATE,NG,M,1 ,Y,
2019-2020,JHS,Region IV-A - CALABARZON,PRIVATE,NG,M,9 ,Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,Region V - Bicol Region,PRIVATE,NG,M,28 ,Y,
2019-2020,JHS,Region VI - Western Visayas,PRIVATE,NG,M,5 ,Y,
2019-2020,JHS,Region VII - Central Visayas,PRIVATE,NG,M,29 ,Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,Region X - Northern Mindanao,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,Region XI - Davao Region,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,Region XII - Soccsksargen,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,CARAGA - CARAGA,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PRIVATE,NG,M,0 ,Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PRIVATE,NG,M,1 ,Y,
2019-2020,JHS,NCR - National Capital Region,PRIVATE,NG,M,95 ,Y,
2019-2020,JHS,Region I - Ilocos Region,PRIVATE,7,F,"8,086 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PRIVATE,7,F,"5,608 ",Y,
2019-2020,JHS,Region III - Central Luzon,PRIVATE,7,F,"23,289 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PRIVATE,7,F,"34,705 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PRIVATE,7,F,"3,922 ",Y,
2019-2020,JHS,Region V - Bicol Region,PRIVATE,7,F,"8,606 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PRIVATE,7,F,"10,669 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PRIVATE,7,F,"14,167 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PRIVATE,7,F,"4,106 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PRIVATE,7,F,"3,940 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PRIVATE,7,F,"9,185 ",Y,
2019-2020,JHS,Region XI - Davao Region,PRIVATE,7,F,"7,764 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PRIVATE,7,F,"7,931 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PRIVATE,7,F,"3,756 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PRIVATE,7,F,"5,276 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PRIVATE,7,F,"4,436 ",Y,
2019-2020,JHS,NCR - National Capital Region,PRIVATE,7,F,"26,343 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PRIVATE,8,F,"8,366 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PRIVATE,8,F,"5,711 ",Y,
2019-2020,JHS,Region III - Central Luzon,PRIVATE,8,F,"23,396 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PRIVATE,8,F,"34,983 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PRIVATE,8,F,"4,024 ",Y,
2019-2020,JHS,Region V - Bicol Region,PRIVATE,8,F,"8,762 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PRIVATE,8,F,"11,098 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PRIVATE,8,F,"15,853 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PRIVATE,8,F,"4,362 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PRIVATE,8,F,"4,179 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PRIVATE,8,F,"9,114 ",Y,
2019-2020,JHS,Region XI - Davao Region,PRIVATE,8,F,"8,478 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PRIVATE,8,F,"7,860 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PRIVATE,8,F,"3,617 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PRIVATE,8,F,"5,070 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PRIVATE,8,F,"4,375 ",Y,
2019-2020,JHS,NCR - National Capital Region,PRIVATE,8,F,"26,644 ",Y,
2019-2020,JHS,Region I - Ilocos Region,PRIVATE,9,F,"8,376 ",Y,
2019-2020,JHS,Region II - Cagayan Valley,PRIVATE,9,F,"5,464 ",Y,
2019-2020,JHS,Region III - Central Luzon,PRIVATE,9,F,"22,059 ",Y,
2019-2020,JHS,Region IV-A - CALABARZON,PRIVATE,9,F,"32,970 ",Y,
2019-2020,JHS,Region IV-B - MIMAROPA,PRIVATE,9,F,"4,050 ",Y,
2019-2020,JHS,Region V - Bicol Region,PRIVATE,9,F,"8,317 ",Y,
2019-2020,JHS,Region VI - Western Visayas,PRIVATE,9,F,"10,368 ",Y,
2019-2020,JHS,Region VII - Central Visayas,PRIVATE,9,F,"14,337 ",Y,
2019-2020,JHS,Region VIII - Eastern Visayas,PRIVATE,9,F,"4,513 ",Y,
2019-2020,JHS,Region IX - Zamboanga Peninsula,PRIVATE,9,F,"3,945 ",Y,
2019-2020,JHS,Region X - Northern Mindanao,PRIVATE,9,F,"8,713 ",Y,
2019-2020,JHS,Region XI - Davao Region,PRIVATE,9,F,"7,771 ",Y,
2019-2020,JHS,Region XII - Soccsksargen,PRIVATE,9,F,"7,452 ",Y,
2019-2020,JHS,CARAGA - CARAGA,PRIVATE,9,F,"3,619 ",Y,
2019-2020,JHS,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,PRIVATE,9,F,"4,205 ",Y,
2019-2020,JHS,CAR - Cordillera Administrative Region,PRIVATE,9,F,"4,300 ",Y,
2019-2020,JHS,NCR - National Capital Region,PRIVATE,9,F,"25,248 ",Y,
